Età	Stato civile	Tipo di indicatore demografico	Territorio	Seleziona periodo	Sesso	0	Flags
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2013"	"maschi"	289215	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2014"	"maschi"	291139	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2015"	"maschi"	290904	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2016"	"maschi"	290074	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2017"	"maschi"	289868	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2012"	"femmine"	298415	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2013"	"femmine"	299887	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2014"	"femmine"	301226	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2015"	"femmine"	301156	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2016"	"femmine"	300347	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2017"	"femmine"	299240	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2012"	"totale"	586113	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2013"	"totale"	589102	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2014"	"totale"	592365	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2015"	"totale"	592060	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2016"	"totale"	590421	
"totale"	"totale"	"popolazione al 1º gennaio"	"Cuneo"	"2017"	"totale"	589108	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2012"	"maschi"	105253	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2013"	"maschi"	105671	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2014"	"maschi"	106875	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2015"	"maschi"	106638	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2016"	"maschi"	105851	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2017"	"maschi"	105659	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2012"	"femmine"	112154	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2013"	"femmine"	112307	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2014"	"femmine"	113113	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2015"	"femmine"	112654	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2016"	"femmine"	111723	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2017"	"femmine"	111018	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2012"	"totale"	217407	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2013"	"totale"	217978	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2014"	"totale"	219988	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2015"	"totale"	219292	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2016"	"totale"	217574	
"totale"	"totale"	"popolazione al 1º gennaio"	"Asti"	"2017"	"totale"	216677	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2012"	"maschi"	204880	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2013"	"maschi"	205358	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2014"	"maschi"	209166	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2015"	"maschi"	208164	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2016"	"maschi"	207080	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2017"	"maschi"	206399	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2012"	"femmine"	222072	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2013"	"femmine"	221996	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2014"	"femmine"	224830	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2015"	"femmine"	223721	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2016"	"femmine"	221746	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2017"	"femmine"	220259	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2012"	"totale"	426952	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2013"	"totale"	427354	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2014"	"totale"	433996	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2015"	"totale"	431885	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2016"	"totale"	428826	
"totale"	"totale"	"popolazione al 1º gennaio"	"Alessandria"	"2017"	"totale"	426658	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2012"	"maschi"	61775	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2013"	"maschi"	62391	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2014"	"maschi"	62753	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2015"	"maschi"	62564	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2016"	"maschi"	62110	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2017"	"maschi"	61976	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2012"	"femmine"	64845	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2013"	"femmine"	65453	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2014"	"femmine"	65838	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2015"	"femmine"	65734	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2016"	"femmine"	65219	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2017"	"femmine"	64907	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2012"	"totale"	126620	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2013"	"totale"	127844	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2014"	"totale"	128591	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2015"	"totale"	128298	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2016"	"totale"	127329	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2017"	"totale"	126883	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2012"	"maschi"	61775	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2013"	"maschi"	62391	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2014"	"maschi"	62753	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2015"	"maschi"	62564	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2016"	"maschi"	62110	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2017"	"maschi"	61976	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2012"	"femmine"	64845	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2013"	"femmine"	65453	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2014"	"femmine"	65838	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2015"	"femmine"	65734	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2016"	"femmine"	65219	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2017"	"femmine"	64907	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2012"	"totale"	126620	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2013"	"totale"	127844	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2014"	"totale"	128591	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2015"	"totale"	128298	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2016"	"totale"	127329	
"totale"	"totale"	"popolazione al 1º gennaio"	"Valle d'Aosta / Vallée d'Aoste"	"2017"	"totale"	126883	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2012"	"maschi"	740458	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2013"	"maschi"	740293	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2014"	"maschi"	756328	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2015"	"maschi"	752645	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2016"	"maschi"	747508	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2017"	"maschi"	746352	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2012"	"femmine"	826881	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2013"	"femmine"	824834	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2014"	"femmine"	835611	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2015"	"femmine"	830618	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2016"	"femmine"	823545	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2017"	"femmine"	818955	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2012"	"totale"	1567339	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2013"	"totale"	1565127	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2014"	"totale"	1591939	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2015"	"totale"	1583263	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2016"	"totale"	1571053	
"totale"	"totale"	"popolazione al 1º gennaio"	"Liguria"	"2017"	"totale"	1565307	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2012"	"maschi"	101919	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2013"	"maschi"	102268	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2014"	"maschi"	104342	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2015"	"maschi"	103886	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2016"	"maschi"	103252	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2017"	"maschi"	103381	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2012"	"femmine"	112154	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2013"	"femmine"	112022	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2014"	"femmine"	113361	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2015"	"femmine"	112932	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2016"	"femmine"	111992	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2017"	"femmine"	111749	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2012"	"totale"	214073	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2013"	"totale"	214290	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2014"	"totale"	217703	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2015"	"totale"	216818	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2016"	"totale"	215244	
"totale"	"totale"	"popolazione al 1º gennaio"	"Imperia"	"2017"	"totale"	215130	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2012"	"maschi"	133065	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2013"	"maschi"	133451	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2014"	"maschi"	135240	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2015"	"maschi"	134836	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2016"	"maschi"	133995	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2017"	"maschi"	133593	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2012"	"femmine"	147560	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2013"	"femmine"	147386	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2014"	"femmine"	148573	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2015"	"femmine"	147771	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2016"	"femmine"	146712	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2017"	"femmine"	145815	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2012"	"totale"	280625	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2013"	"totale"	280837	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2014"	"totale"	283813	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2015"	"totale"	282607	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2016"	"totale"	280707	
"totale"	"totale"	"popolazione al 1º gennaio"	"Savona"	"2017"	"totale"	279408	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2012"	"maschi"	401355	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2013"	"maschi"	400249	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2014"	"maschi"	410200	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2015"	"maschi"	407643	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2016"	"maschi"	404143	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2017"	"maschi"	403271	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2012"	"femmine"	452584	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2013"	"femmine"	451034	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2014"	"femmine"	457846	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2015"	"femmine"	454532	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2016"	"femmine"	449956	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2017"	"femmine"	446800	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2012"	"totale"	853939	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2013"	"totale"	851283	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2014"	"totale"	868046	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2015"	"totale"	862175	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2016"	"totale"	854099	
"totale"	"totale"	"popolazione al 1º gennaio"	"Genova"	"2017"	"totale"	850071	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2012"	"maschi"	104119	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2013"	"maschi"	104325	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2014"	"maschi"	106546	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2015"	"maschi"	106280	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2016"	"maschi"	106118	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2017"	"maschi"	106107	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2012"	"femmine"	114583	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2013"	"femmine"	114392	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2014"	"femmine"	115831	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2015"	"femmine"	115383	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2016"	"femmine"	114885	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2017"	"femmine"	114591	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2012"	"totale"	218702	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2013"	"totale"	218717	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2014"	"totale"	222377	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2015"	"totale"	221663	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2016"	"totale"	221003	
"totale"	"totale"	"popolazione al 1º gennaio"	"La Spezia"	"2017"	"totale"	220698	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2012"	"maschi"	4711292	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2013"	"maschi"	4764897	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2014"	"maschi"	4866278	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2015"	"maschi"	4881615	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2016"	"maschi"	4886543	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2017"	"maschi"	4894363	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2012"	"femmine"	4989589	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2013"	"femmine"	5029628	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2014"	"femmine"	5107119	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2015"	"femmine"	5121000	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2016"	"femmine"	5121806	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2017"	"femmine"	5124803	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2012"	"totale"	9700881	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2013"	"totale"	9794525	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2014"	"totale"	9973397	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2015"	"totale"	10002615	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2016"	"totale"	10008349	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lombardia"	"2017"	"totale"	10019166	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2012"	"maschi"	422400	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2013"	"maschi"	425531	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2014"	"maschi"	431534	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2015"	"maschi"	432704	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2016"	"maschi"	432727	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2017"	"maschi"	432795	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2012"	"femmine"	448934	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2013"	"femmine"	451429	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2014"	"femmine"	456463	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2015"	"femmine"	457530	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2016"	"femmine"	457363	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2017"	"femmine"	457248	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2012"	"totale"	871334	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2013"	"totale"	876960	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2014"	"totale"	887997	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2015"	"totale"	890234	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2016"	"totale"	890090	
"totale"	"totale"	"popolazione al 1º gennaio"	"Varese"	"2017"	"totale"	890043	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2012"	"maschi"	286186	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2013"	"maschi"	289213	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2014"	"maschi"	292983	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2015"	"maschi"	293530	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2016"	"maschi"	293494	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2017"	"maschi"	293861	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2012"	"femmine"	300609	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2013"	"femmine"	303291	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2014"	"femmine"	305827	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2015"	"femmine"	306375	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2016"	"femmine"	306160	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2017"	"femmine"	306329	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2012"	"totale"	586795	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2013"	"totale"	592504	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2014"	"totale"	598810	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2015"	"totale"	599905	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2016"	"totale"	599654	
"totale"	"totale"	"popolazione al 1º gennaio"	"Como"	"2017"	"totale"	600190	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2012"	"maschi"	164841	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2013"	"maschi"	166123	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2014"	"maschi"	167415	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2015"	"maschi"	167195	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2016"	"maschi"	166897	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2017"	"maschi"	166975	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2012"	"femmine"	171286	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2013"	"femmine"	172302	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2014"	"femmine"	173399	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2015"	"femmine"	173056	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2016"	"femmine"	172357	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2017"	"femmine"	172263	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2012"	"totale"	336127	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2013"	"totale"	338425	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2014"	"totale"	340814	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2015"	"totale"	340251	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2016"	"totale"	339254	
"totale"	"totale"	"popolazione al 1º gennaio"	"Lecco"	"2017"	"totale"	339238	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2012"	"maschi"	88304	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2013"	"maschi"	88510	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2014"	"maschi"	89245	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2015"	"maschi"	89012	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2016"	"maschi"	88854	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2017"	"maschi"	88922	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2012"	"femmine"	92462	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2013"	"femmine"	92591	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2014"	"femmine"	93235	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2015"	"femmine"	93074	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2016"	"femmine"	92858	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2017"	"femmine"	92515	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2012"	"totale"	180766	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2013"	"totale"	181101	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2014"	"totale"	182480	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2015"	"totale"	182086	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2016"	"totale"	181712	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sondrio"	"2017"	"totale"	181437	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2012"	"maschi"	1453737	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2013"	"maschi"	1477111	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2014"	"maschi"	1533531	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2015"	"maschi"	1545121	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2016"	"maschi"	1552258	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2017"	"maschi"	1557612	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2012"	"femmine"	1581706	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2013"	"femmine"	1597972	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2014"	"femmine"	1642649	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2015"	"femmine"	1651704	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2016"	"femmine"	1656251	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2017"	"femmine"	1660589	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2012"	"totale"	3035443	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2013"	"totale"	3075083	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2014"	"totale"	3176180	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2015"	"totale"	3196825	
"totale"	"totale"	"popolazione al 1º gennaio"	"Milano"	"2016"	"totale"	3208509	
